"id_vente","date_vente","magasin_code","magasin_nom","categorie_produit","produit_nom","mode_paiement","quantite","prix_unitaire","cout_unitaire","remise_pct","client_type","vendeur_id"
1256,"9 septembre 2024","NGA","Kawa Market – Ngaliema","FRAIS","Fromage local 200g","mobile money",5,"2.43","1.56",0,"","V017"
1257,"19/12/2024","LIM","Kawa Market – Limete","BOISSONS","Eau 1,5L","Carte bancaire",10,"0.94","0.75",0,"Corporate","V012"
1258,"2024-11-12","LIM","Kawa Market – Limete","EPICERIE","Riz 5kg","Mobile Money",11,"8.32","5.36",0,"Particulier","V008"
1259,"23/02/2024","GOM","Kawa Market – Gombe","FRAIS","Fromage local 200g","Mobile Money",9,"2.87","2.10",NULL,"","V010"
1260,"24 juillet 2024","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","Carte",4,"2.50","1.79",NULL,"","V025"
1261,"2024-06-12","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café moulu 500g","carte",2,"5.47","3.44",NULL,"","V005"
1262,"19/05/2024","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","carte",7,"1.98","1.12",0,"","V036"
1263,"11/03/2024","MAS","Kawa Market – Masina","BOISSONS","Boisson énergisante 33cl","cash",1,"0.61","0.46",5,"Particulier","V009"
1264,"19/10/2024","NGA","Kawa Market – Ngaliema","FRAIS","Fromage local 200g","Momo",9,"1.87","1.19",0,"","V014"
1265,"04/11/2024","LIM","Kawa Market – Limete","FRAIS","Fromage local 200g","mobile money",1,"1.60","0.96",10,"","V035"
1266,"19 novembre 2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","Cash",10,"0.73","0.53",0,"","V013"
1267,"20/06/2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","Cash",2,"6.34","3.84",0,"","V032"
1268,"2024-05-25","GOM","Kawa Market – Gombe","AUTRES","Pile AA (pack 4)","Cash",7,"2.92","1.87",0,"","V035"
1269,"2024-10-30","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé citron 25 sachets","CASH",6,"5.71","4.55",0,"","V003"
1270,"11/04/2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","mobile money",7,"2.04","1.61",5,"Particulier","V008"
1271,"13/07/2024","MAS","Kawa Market – Masina","BOISSONS","Eau 1,5L","Carte",10,"1.20","0.60",0,"","V008"
1272,"02/06/2024","GOM","Kawa Market – Gombe","EPICERIE","Huile végétale 1L","carte",9,"8.72","6.36",10,"","V023"
1273,"2024-06-18","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","mobile money",5,"2.46","1.81",0,"Particulier","V026"
1274,"2024-12-27","MAS","Kawa Market – Masina","HYGIENE","Dentifrice 100ml","Mobile Money",10,"3.58","2.73",0,"Particulier","V034"
1275,"24/04/2024","KIN","Kawa Market – Kintambo","EPICERIE","Sucre 1kg","",12,"5.82","4.54",10,"","V007"
1276,"2024-10-19","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","CASH",1,"5.92","3.50",10,"","V013"
1277,"26/10/2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","Cash",5,"5.11","3.22",0,"","V005"
1278,"13 mars 2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Café moulu 500g","Cash",12,"7.46","4.48",5,"","V034"
1279,"2024-12-12","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","cash",10,"1.26","0.66",NULL,"","V036"
1280,"13/02/2024","LIM","Kawa Market – Limete","HYGIENE","Papier hygiénique 4 rouleaux","Mobile Money",4,"1.54","0.85",5,"Corporate","V009"
1281,"2024-05-15","LIM","Kawa Market – Limete","AUTRES","Pile AA (pack 4)","CASH",4,"2.16","1.54",5,"","V035"
1282,"2024-11-29","NGA","Kawa Market – Ngaliema","AUTRES","Pile AA (pack 4)","Carte",7,"2.38","1.87",0,"Particulier","V032"
1283,"2024-01-20","LIM","Kawa Market – Limete","EPICERIE","Riz 5kg","Cash",9,"8.35","6.27",0,"Corporate","V011"
1284,"2024-04-02","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Cash",3,"1.80","0.98",0,"Particulier","V009"
1285,"14/04/2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","CASH",7,"5.87","3.05",NULL,"Particulier","V028"
1286,"06/08/2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","Momo",4,"3.65","1.89",0,"","V014"
1287,"24 octobre 2024","MAS","Kawa Market – Masina","FRAIS","Yaourt 125g","Cash",4,"1.10","0.85",0,"Particulier","V009"
1288,"09/01/2024","MAT","Kawa Market – Matete","AUTRES","Pile AA (pack 4)","cash",3,"1.23","0.94",0,"","V027"
1289,"2024-02-22","NGA","Kawa Market – Ngaliema","AUTRES","Sac réutilisable","Momo",7,"0.76","0.56",10,"Corporate","V017"
1290,"13/08/2024","NGA","Kawa Market – Ngaliema","FRAIS","Fromage local 200g","CASH",9,"2.67","1.39",0,"","V039"
1291,"20 juillet 2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","carte",12,"0.87","0.50",0,"Corporate","V029"
1460,"2024-02-09","LIM","Kawa Market – Limete","BOISSONS","Jus naturel 1L","Momo",6,"1.69","1.10",5,"","V029"
1292,"13/02/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé citron 25 sachets","Carte bancaire",4,"6.79","5.40",10,"","V040"
1293,"2024-01-26","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Carte bancaire",10,"0.88","0.47",10,"","V023"
1294,"09/09/2024","LIM","Kawa Market – Limete","BOISSONS","Soda 50cl","Momo",12,"0.88","0.50",5,"Corporate","V011"
1295,"2024-03-31","NGA","Kawa Market – Ngaliema","EPICERIE","Huile végétale 1L","carte",7,"8.80","4.91",0,"Particulier","V035"
1296,"2024-01-10","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","carte",10,"3.73","1.88",5,"Particulier","V011"
1297,"2024-12-16","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","cash",8,"2.24","1.54",0,"","V028"
1298,"2024-06-11","LIM","Kawa Market – Limete","EPICERIE","Haricots 1kg","Momo",8,"4.55","2.51",0,"Corporate","V002"
1299,"05/11/2024","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","carte",3,"0.88","0.52",0,"","V027"
1300,"24 décembre 2024","MAT","Kawa Market – Matete","BOISSONS","Boisson énergisante 33cl","CASH",11,"1.58","0.86",5,"","V040"
1301,"12/07/2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","carte",1,"2.12","1.41",0,"Corporate","V014"
1302,"2024-01-23","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","Carte bancaire",2,"3.37","1.77",0,"Particulier","V012"
1303,"27 février 2024","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","mobile money",7,"2.38","1.90",0,"Particulier","V007"
1304,"2024-01-30","MAS","Kawa Market – Masina","EPICERIE","Haricots 1kg","Carte bancaire",1,"8.36","4.63",10,"","V029"
1305,"17 juillet 2024","MAT","Kawa Market – Matete","EPICERIE","Sucre 1kg","Carte",12,"2.95","1.86",0,"Corporate","V019"
1306,"15/03/2024","GOM","Kawa Market – Gombe","BOISSONS","Soda 50cl","CASH",12,"0.60","0.35",10,"","V035"
1307,"18 septembre 2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café Arabica 250g","mobile money",8,"4.61","3.36",10,"","V037"
1308,"26 février 2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café Arabica 250g","CASH",7,"5.64","4.07",NULL,"Corporate","V001"
1309,"21/06/2024","KIN","Kawa Market – Kintambo","FRAIS","Yaourt 125g","Cash",6,"2.04","1.22",0,"","V016"
1310,"30 juin 2024","NGA","Kawa Market – Ngaliema","BOISSONS","Boisson énergisante 33cl","Carte bancaire",11,"1.67","1.22",0,"Particulier","V029"
1311,"11/08/2024","LIM","Kawa Market – Limete","BOISSONS","Soda 50cl","carte",7,"1.51","1.15",0,"Corporate","V031"
1312,"19 novembre 2024","MAT","Kawa Market – Matete","BOISSONS","Boisson énergisante 33cl","Mobile Money",4,"1.15","0.68",0,"Particulier","V005"
1313,"25 avril 2024","KIN","Kawa Market – Kintambo","BOISSONS","Eau 1,5L","carte",9,"1.60","0.91",0,"","V039"
1314,"24/12/2024","MAT","Kawa Market – Matete","FRAIS","Lait frais 1L","Mobile Money",11,"0.51","0.37",NULL,"","V038"
1315,"2024-11-30","LIM","Kawa Market – Limete","CAFÉ & THÉ","Café moulu 500g","mobile money",8,"7.83","4.19",10,"Particulier","V023"
1316,"4 octobre 2024","MAS","Kawa Market – Masina","EPICERIE","Sucre 1kg","cash",11,"2.13","1.52",NULL,"Corporate","V026"
1317,"28 mars 2024","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","CASH",8,"1.21","0.83",10,"Corporate","V022"
1318,"2024-01-05","NGA","Kawa Market – Ngaliema","EPICERIE","Haricots 1kg","carte",1,"5.56","3.83",0,"","V028"
1319,"2024-11-12","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café Arabica 250g","carte",8,"5.23","3.68",0,"","V040"
1320,"9 avril 2024","KIN","Kawa Market – Kintambo","EPICERIE","Riz 5kg","Momo",4,"4.31","2.75",NULL,"","V014"
1321,"2024-07-13","KIN","Kawa Market – Kintambo","HYGIENE","Savon de toilette","Momo",6,"0.53","0.36",NULL,"","V001"
1322,"2024-03-24","LIM","Kawa Market – Limete","FRAIS","Yaourt 125g","Momo",5,"1.84","1.42",0,"Corporate","V018"
1323,"1 janvier 2024","KIN","Kawa Market – Kintambo","HYGIENE","Papier hygiénique 4 rouleaux","cash",1,"1.65","0.98",10,"Corporate","V040"
1324,"24 février 2024","MAS","Kawa Market – Masina","FRAIS","Yaourt 125g","Cash",8,"2.45","1.90",0,"Particulier","V014"
1325,"22 février 2024","KIN","Kawa Market – Kintambo","EPICERIE","Haricots 1kg","CASH",7,"4.34","2.90",10,"Corporate","V029"
1326,"17 août 2024","GOM","Kawa Market – Gombe","HYGIENE","Dentifrice 100ml","Carte bancaire",11,"0.91","0.58",5,"Particulier","V002"
1327,"03/03/2024","LIM","Kawa Market – Limete","EPICERIE","Huile végétale 1L","Momo",3,"6.81","5.32",5,"","V018"
1328,"10/07/2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé citron 25 sachets","Cash",2,"5.29","3.19",10,"","V031"
1329,"02/04/2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Thé noir sachets","Cash",11,"6.59","3.88",0,"","V032"
1330,"2024-06-15","KIN","Kawa Market – Kintambo","BOISSONS","Boisson énergisante 33cl","Mobile Money",2,"1.77","1.32",10,"Corporate","V021"
1331,"27/06/2024","GOM","Kawa Market – Gombe","BOISSONS","Eau 1,5L","cash",4,"1.09","0.76",0,"Particulier","V031"
1332,"10/09/2024","MAT","Kawa Market – Matete","EPICERIE","Haricots 1kg","Carte",9,"4.57","3.21",10,"","V011"
1333,"12 mars 2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé citron 25 sachets","cash",6,"5.96","4.08",5,"","V004"
1334,"6 juin 2024","GOM","Kawa Market – Gombe","EPICERIE","Sucre 1kg","Momo",5,"5.77","4.21",NULL,"Corporate","V023"
1335,"31/05/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé noir sachets","Carte",12,"7.22","4.85",0,"","V019"
1336,"18 septembre 2024","GOM","Kawa Market – Gombe","BOISSONS","Soda 50cl","cash",4,"1.13","0.86",0,"Corporate","V016"
1337,"20 janvier 2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","cash",2,"1.73","0.96",10,"","V013"
1338,"2024-02-02","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé citron 25 sachets","Carte",7,"5.31","3.71",0,"Corporate","V031"
1339,"2024-02-24","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","CASH",5,"2.67","1.73",NULL,"","V029"
1340,"2024-02-03","LIM","Kawa Market – Limete","BOISSONS","Boisson énergisante 33cl","cash",10,"1.36","1.04",NULL,"","V017"
1341,"15 janvier 2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café Arabica 250g","carte",9,"5.36","3.05",0,"Corporate","V022"
1342,"2024-09-24","MAS","Kawa Market – Masina","BOISSONS","Jus naturel 1L","Momo",12,"1.91","1.40",0,"","V038"
1343,"2024-09-08","NGA","Kawa Market – Ngaliema","AUTRES","Sac réutilisable","Carte bancaire",9,"2.35","1.77",0,"Corporate","V010"
1344,"4 décembre 2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Café moulu 500g","mobile money",9,"4.75","3.24",5,"Particulier","V030"
1345,"2024-05-14","GOM","Kawa Market – Gombe","EPICERIE","Haricots 1kg","Momo",3,"6.18","3.82",10,"Particulier","V006"
1346,"2024-06-23","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café Arabica 250g","",10,"7.94","5.14",10,"Particulier","V018"
1684,"2024-01-09","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","Carte",5,"1.23","0.67",0,"","V013"
1347,"12 novembre 2024","NGA","Kawa Market – Ngaliema","HYGIENE","Papier hygiénique 4 rouleaux","Cash",8,"2.14","1.10",0,"Corporate","V036"
1348,"10/07/2024","NGA","Kawa Market – Ngaliema","AUTRES","Sac réutilisable","",9,"2.38","1.73",5,"Particulier","V021"
1349,"3 mars 2024","LIM","Kawa Market – Limete","HYGIENE","Savon de toilette","Cash",9,"0.94","0.63",5,"","V009"
1350,"22 janvier 2024","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","Carte bancaire",9,"2.29","1.17",0,"Particulier","V009"
1351,"24 juin 2024","KIN","Kawa Market – Kintambo","FRAIS","Yaourt 125g","Momo",3,"2.78","1.46",NULL,"","V033"
1352,"12/11/2024","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé noir sachets","Carte",7,"4.36","3.01",0,"","V016"
1353,"2024-10-26","KIN","Kawa Market – Kintambo","BOISSONS","Jus naturel 1L","Mobile Money",2,"1.07","0.61",NULL,"Particulier","V009"
1354,"15/01/2024","KIN","Kawa Market – Kintambo","HYGIENE","Dentifrice 100ml","Carte",7,"0.52","0.40",0,"Corporate","V034"
1355,"2024-12-15","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café Arabica 250g","carte",8,"7.84","4.68",0,"","V035"
1356,"2024-01-22","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café moulu 500g","carte",9,"4.00","2.59",0,"Particulier","V017"
1357,"17/09/2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","Carte",8,"0.79","0.57",0,"","V014"
1358,"2024-09-10","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Carte bancaire",3,"1.76","1.28",0,"","V018"
1359,"2024-05-01","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","CASH",2,"1.63","1.25",0,"","V036"
1360,"18 mai 2024","GOM","Kawa Market – Gombe","BOISSONS","Jus naturel 1L","cash",9,"1.64","1.26",10,"","V014"
1361,"23 avril 2024","LIM","Kawa Market – Limete","BOISSONS","Boisson énergisante 33cl","Momo",8,"0.52","0.30",0,"Particulier","V039"
1362,"19 septembre 2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café moulu 500g","Carte bancaire",7,"4.53","2.62",0,"Particulier","V017"
1363,"13 février 2024","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","Momo",3,"0.52","0.38",0,"Particulier","V004"
1364,"21 février 2024","LIM","Kawa Market – Limete","BOISSONS","Jus naturel 1L","Mobile Money",9,"1.46","0.76",5,"","V007"
1365,"26/08/2024","KIN","Kawa Market – Kintambo","AUTRES","Sac réutilisable","cash",7,"2.96","2.25",10,"","V014"
1366,"14/03/2024","MAS","Kawa Market – Masina","CAFÉ & THÉ","Thé noir sachets","carte",11,"4.86","3.04",0,"Particulier","V003"
1367,"20/04/2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Café moulu 500g","Carte",8,"6.78","3.74",0,"Particulier","V003"
1368,"31 juillet 2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé noir sachets","CASH",9,"6.33","3.18",5,"","V039"
1369,"15/10/2024","GOM","Kawa Market – Gombe","FRAIS","Yaourt 125g","Carte",2,"0.89","0.65",NULL,"","V011"
1370,"22 janvier 2024","KIN","Kawa Market – Kintambo","FRAIS","Yaourt 125g","Carte",8,"0.77","0.41",0,"","V018"
1371,"26 mars 2024","GOM","Kawa Market – Gombe","FRAIS","Yaourt 125g","Momo",5,"1.04","0.54",0,"Corporate","V020"
1372,"14/03/2024","NGA","Kawa Market – Ngaliema","FRAIS","Yaourt 125g","CASH",3,"0.96","0.65",0,"Corporate","V002"
1373,"30/08/2024","MAT","Kawa Market – Matete","HYGIENE","Savon de toilette","cash",3,"1.97","1.35",0,"Particulier","V015"
1374,"2 juin 2024","KIN","Kawa Market – Kintambo","CAFÉ & THÉ","Café moulu 500g","Momo",12,"5.44","3.60",0,"","V003"
1375,"1 octobre 2024","GOM","Kawa Market – Gombe","BOISSONS","Boisson énergisante 33cl","Carte",12,"0.93","0.63",10,"","V017"
1376,"2024-12-11","LIM","Kawa Market – Limete","BOISSONS","Boisson énergisante 33cl","Mobile Money",1,"1.25","0.73",5,"","V002"
1377,"15 février 2024","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","Momo",10,"3.46","1.87",5,"","V003"
1378,"2024-04-13","KIN","Kawa Market – Kintambo","AUTRES","Pile AA (pack 4)","CASH",4,"1.20","0.70",5,"","V029"
1379,"2024-09-27","MAS","Kawa Market – Masina","EPICERIE","Sucre 1kg","Cash",12,"8.85","4.87",0,"Corporate","V032"
1380,"17/06/2024","LIM","Kawa Market – Limete","BOISSONS","Eau 1,5L","",1,"1.32","0.81",0,"","V030"
1381,"19 octobre 2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé noir sachets","CASH",1,"4.09","3.22",0,"","V037"
1382,"10/09/2024","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","carte",10,"0.61","0.31",NULL,"","V020"
1383,"2024-10-07","MAT","Kawa Market – Matete","EPICERIE","Sucre 1kg","Cash",1,"2.18","1.48",10,"","V015"
1384,"16/08/2024","GOM","Kawa Market – Gombe","HYGIENE","Savon de toilette","Mobile Money",11,"2.61","1.81",NULL,"","V022"
1385,"10/01/2024","NGA","Kawa Market – Ngaliema","EPICERIE","Riz 5kg","CASH",4,"4.59","2.62",5,"","V002"
1386,"25 mai 2024","NGA","Kawa Market – Ngaliema","EPICERIE","Sucre 1kg","Momo",3,"7.73","4.09",10,"Corporate","V018"
1387,"03/10/2024","NGA","Kawa Market – Ngaliema","HYGIENE","Savon de toilette","cash",4,"2.30","1.56",0,"Particulier","V010"
1388,"2024-02-05","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","CASH",4,"2.47","1.50",0,"","V020"
1389,"2024-01-05","GOM","Kawa Market – Gombe","BOISSONS","Eau 1,5L","Carte bancaire",9,"1.55","0.82",0,"","V005"
1390,"2024-01-10","NGA","Kawa Market – Ngaliema","FRAIS","Yaourt 125g","Cash",8,"1.96","1.11",0,"","V027"
1391,"22/08/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café moulu 500g","Cash",10,"6.94","5.40",5,"Particulier","V023"
1392,"10/07/2024","MAT","Kawa Market – Matete","AUTRES","Sac réutilisable","Momo",4,"2.89","2.11",NULL,"","V020"
1393,"2024-03-14","MAT","Kawa Market – Matete","BOISSONS","Jus naturel 1L","Mobile Money",2,"1.43","0.86",0,"","V032"
1394,"2024-06-07","LIM","Kawa Market – Limete","EPICERIE","Haricots 1kg","mobile money",7,"2.66","2.13",10,"Corporate","V011"
1395,"22 août 2024","LIM","Kawa Market – Limete","FRAIS","Lait frais 1L","cash",7,"2.60","1.85",5,"","V026"
1396,"2024-11-14","MAT","Kawa Market – Matete","HYGIENE","Dentifrice 100ml","",10,"1.53","0.98",0,"Corporate","V038"
1397,"25 février 2024","MAS","Kawa Market – Masina","HYGIENE","Papier hygiénique 4 rouleaux","Momo",3,"0.94","0.56",0,"Corporate","V020"
1398,"07/10/2024","GOM","Kawa Market – Gombe","BOISSONS","Eau 1,5L","",7,"1.77","1.21",0,"Corporate","V023"
1399,"2024-12-19","MAS","Kawa Market – Masina","AUTRES","Pile AA (pack 4)","Cash",11,"2.28","1.48",0,"Particulier","V034"
1400,"06/06/2024","MAS","Kawa Market – Masina","AUTRES","Sac réutilisable","carte",3,"2.31","1.52",0,"","V035"
1401,"26/06/2024","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Café moulu 500g","Cash",6,"5.24","3.65",0,"Particulier","V012"
1402,"8 novembre 2024","KIN","Kawa Market – Kintambo","FRAIS","Yaourt 125g","CASH",3,"0.66","0.47",10,"","V004"
1403,"23 février 2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","carte",1,"0.78","0.58",0,"Particulier","V014"
1404,"2024-12-19","NGA","Kawa Market – Ngaliema","CAFÉ & THÉ","Thé citron 25 sachets","carte",7,"4.18","3.03",NULL,"","V010"
1405,"27 janvier 2024","KIN","Kawa Market – Kintambo","EPICERIE","Riz 5kg","carte",5,"8.76","6.05",10,"","V024"
1406,"23/06/2024","MAS","Kawa Market – Masina","HYGIENE","Savon de toilette","Carte bancaire",1,"2.15","1.18",10,"","V034"
1407,"29 janvier 2024","LIM","Kawa Market – Limete","FRAIS","Yaourt 125g","Mobile Money",7,"0.47","0.33",0,"","V010"
1408,"2024-11-20","MAS","Kawa Market – Masina","FRAIS","Lait frais 1L","cash",4,"1.66","1.25",0,"","V027"
1409,"26 mai 2024","GOM","Kawa Market – Gombe","AUTRES","Sac réutilisable","Momo",9,"0.58","0.32",0,"","V013"
1410,"24/03/2024","MAT","Kawa Market – Matete","HYGIENE","Savon de toilette","mobile money",11,"3.17","2.11",5,"","V026"
1411,"01/07/2024","MAT","Kawa Market – Matete","HYGIENE","Papier hygiénique 4 rouleaux","Cash",10,"3.47","2.69",0,"Corporate","V006"
1412,"2024-03-15","GOM","Kawa Market – Gombe","CAFÉ & THÉ","Thé citron 25 sachets","Cash",4,"5.46","4.33",NULL,"","V011"
1413,"02/10/2024","KIN","Kawa Market – Kintambo","BOISSONS","Jus naturel 1L","Carte",9,"0.60","0.30",0,"Particulier","V028"
1414,"27/04/2024","LIM","Kawa Market – Limete","CAFÉ & THÉ","Thé noir sachets","CASH",8,"6.88","5.02",NULL,"","V019"
1415,"2024-11-10","LIM","Kawa Market – Limete","EPICERIE","Riz 5kg","Cash",6,"2.14","1.15",0,"","V027"
1416,"2024-10-26","GOM","Kawa Market – Gombe","EPICERIE","Sucre 1kg","cash",6,"4.57","3.33",0,"Corporate","V035"
1417,"20/02/2024","LIM","Kawa Market – Limete","HYGIENE","Dentifrice 100ml","Carte",9,"0.84","0.51",0,"","V003"
1418,"15/07/2024","LIM","Kawa Market – Limete","EPICERIE","Huile végétale 1L","mobile money",6,"8.17","5.12",5,"","V010"
1419,"1 février 2024","MAT","Kawa Market – Matete","CAFÉ & THÉ","Thé noir sachets","Momo",11,"5.92","4.73",0,"","V004"
